NAMESPACE                     LAST SEEN   TYPE      REASON                                   OBJECT                                                      MESSAGE
kube-system                   8m25s       Normal    Pulling                                  pod/pdcsi-node-h8sxm                                        Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/csi-node-driver-registrar:v2.15.0-gke.34@sha256:b38f4e46ad46c1f83f550d695812296b8d2d6a211c3fc0633f28979b0e958516"
kube-system                   8m25s       Normal    Started                                  pod/pdcsi-node-h8sxm                                        Container started
gmp-system                    8m25s       Normal    Created                                  pod/collector-wrk7j                                         Container created
gmp-system                    8m25s       Normal    Started                                  pod/collector-wrk7j                                         Container started
kube-system                   8m25s       Normal    Pulled                                   pod/fluentbit-gke-j2cpk                                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260615.00_p0@sha256:b98f4278dc5123fbad96c54ba8301c512d32f4716528ab30faea15108c68c52e" in 510ms (5.924s including waiting). Image size: 18877251 bytes.
dencer-demo                   8m25s       Normal    Started                                  pod/play-web-5cddbdcfb5-lxzp8                               Container started
kube-system                   8m25s       Normal    Created                                  pod/pdcsi-node-h8sxm                                        Container created
kube-system                   8m25s       Normal    Pulled                                   pod/pdcsi-node-h8sxm                                        Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250311_2300_RC0@sha256:e6713a8266629d9e103f7b2c7715bf510170fe28ebe2dc341327fa5e6a0facde" in 3.006s (7.858s including waiting). Image size: 25809711 bytes.
kube-system                   8m23s       Normal    Created                                  pod/fluentbit-gke-j2cpk                                     Container created
kube-system                   8m22s       Normal    Created                                  pod/fluentbit-gke-dswv6                                     Container created
kube-system                   8m22s       Normal    Started                                  pod/fluentbit-gke-j2cpk                                     Container started
kube-system                   8m22s       Normal    Pulled                                   pod/fluentbit-gke-dswv6                                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit-gke-exporter:v0.27.17-gke.20@sha256:67269cb89dbf9cf4e76e199a634c178eec76e74ae45694e8000893f7cae6179e" in 2.643s (4.428s including waiting). Image size: 36248865 bytes.
kube-system                   8m21s       Normal    Started                                  pod/fluentbit-gke-dswv6                                     Container started
kube-system                   8m21s       Normal    Pulled                                   pod/fluentbit-gke-lhmms                                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit:v0.0.422-gke.2@sha256:4b5df304074c9f2842f16ef4869c0ec253c2d91d6478e5aa42d2f8dce9146b45" in 5.948s (7.598s including waiting). Image size: 66344763 bytes.
kube-system                   8m21s       Normal    Created                                  pod/fluentbit-gke-lhmms                                     Container created
kube-system                   8m21s       Normal    Started                                  pod/fluentbit-gke-lhmms                                     Container started
kube-system                   8m21s       Normal    Pulling                                  pod/fluentbit-gke-lhmms                                     Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit-gke-exporter:v0.27.17-gke.20@sha256:67269cb89dbf9cf4e76e199a634c178eec76e74ae45694e8000893f7cae6179e"
kube-system                   8m21s       Normal    Pulled                                   pod/fluentbit-gke-dswv6                                     Container image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260617_2300_RC0@sha256:c8cd71f5cd9f076b55e3f1db733e6adacd6ad3cfabaa9eb467b0ece8e691d73b" already present on machine and can be accessed by the pod
gmp-system                    8m21s       Normal    Pulling                                  pod/collector-wrk7j                                         Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260609.00_p0@sha256:3d097c8c5b03556dd0328d04d0f25d79f130edae640bb3ea54e1fad5c59b5832"
kube-system                   8m21s       Normal    Pulling                                  pod/fluentbit-gke-j2cpk                                     Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit:v0.0.422-gke.2@sha256:4b5df304074c9f2842f16ef4869c0ec253c2d91d6478e5aa42d2f8dce9146b45"
kube-system                   8m20s       Normal    Pulled                                   pod/pdcsi-node-b28f7                                        Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/csi-node-driver-registrar:v2.15.0-gke.34@sha256:b38f4e46ad46c1f83f550d695812296b8d2d6a211c3fc0633f28979b0e958516" in 1.53s (5.964s including waiting). Image size: 14461369 bytes.
kube-system                   8m20s       Normal    Created                                  pod/fluentbit-gke-dswv6                                     Container created
kube-system                   8m20s       Normal    Started                                  pod/fluentbit-gke-dswv6                                     Container started
kube-system                   8m19s       Normal    Started                                  pod/pdcsi-node-b28f7                                        Container started
kube-system                   8m19s       Normal    Created                                  pod/pdcsi-node-b28f7                                        Container created
kube-system                   8m18s       Normal    Created                                  pod/pdcsi-node-h8sxm                                        Container created
gmp-system                    8m18s       Normal    Created                                  pod/collector-7xr6b                                         Container created
kube-system                   8m18s       Normal    Pulling                                  pod/node-local-dns-dmmls                                    Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260422_2300_RC0@sha256:70625564549ccc35d34e119dd3e3d5e2f841be9c309940d3ed5bb4e649a3c59f"
kube-system                   8m18s       Normal    Started                                  pod/node-local-dns-dmmls                                    Container started
kube-system                   8m18s       Normal    Created                                  pod/node-local-dns-dmmls                                    Container created
gmp-system                    8m18s       Normal    Pulled                                   pod/collector-g7bck                                         Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/prometheus:v2.53.5-gmp.5-gke.1@sha256:68038912eddca33347de1e85ffae8b785832303875957bd58d579a52ce8b6f93" in 8.797s (11.514s including waiting). Image size: 146494435 bytes.
kube-system                   8m18s       Normal    Started                                  pod/pdcsi-node-h8sxm                                        Container started
kube-system                   8m18s       Normal    Pulled                                   pod/pdcsi-node-8zk2x                                        Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gcp-compute-persistent-disk-csi-driver:v1.23.1-gke.20@sha256:fc65b739e47e804ec6c93f4a2a8d8a2dbcaa2c1dd91f082fdb0c4266856d12ce" in 19.639s (19.64s including waiting). Image size: 124338789 bytes.
gmp-system                    8m18s       Normal    Pulled                                   pod/collector-7xr6b                                         Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/prometheus:v2.53.5-gmp.5-gke.1@sha256:68038912eddca33347de1e85ffae8b785832303875957bd58d579a52ce8b6f93" in 9.423s (12.988s including waiting). Image size: 146494435 bytes.
kube-system                   8m18s       Normal    Pulled                                   pod/node-local-dns-dmmls                                    Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/k8s-dns-node-cache:1.26.8-gke.5@sha256:b466bc19f519bf5eb7ee278a57d33f9fdf253db8dd4e78677bd7b0373afcfea7" in 6.42s (11.288s including waiting). Image size: 52897804 bytes.
kube-system                   8m18s       Normal    Pulled                                   pod/pdcsi-node-h8sxm                                        Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/csi-node-driver-registrar:v2.15.0-gke.34@sha256:b38f4e46ad46c1f83f550d695812296b8d2d6a211c3fc0633f28979b0e958516" in 4.354s (6.665s including waiting). Image size: 14461369 bytes.
kube-system                   8m17s       Normal    Created                                  pod/pdcsi-node-8zk2x                                        Container created
gmp-system                    8m17s       Normal    Pulled                                   pod/collector-wrk7j                                         Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260609.00_p0@sha256:3d097c8c5b03556dd0328d04d0f25d79f130edae640bb3ea54e1fad5c59b5832" in 1.065s (4.747s including waiting). Image size: 3379254 bytes.
kube-system                   8m17s       Normal    Pulling                                  pod/pdcsi-node-8zk2x                                        Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250311_2300_RC0@sha256:e6713a8266629d9e103f7b2c7715bf510170fe28ebe2dc341327fa5e6a0facde"
kube-system                   8m17s       Normal    Started                                  pod/pdcsi-node-8zk2x                                        Container started
gmp-system                    8m17s       Normal    Pulling                                  pod/collector-7xr6b                                         Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.1-gke.0@sha256:1c940f26f8dd267e9d95015afde8fc23aaac57e5d326fda1a2d59f0661384bbf"
gmp-system                    8m17s       Normal    Started                                  pod/collector-7xr6b                                         Container started
gmp-system                    8m17s       Normal    Created                                  pod/collector-g7bck                                         Container created
gmp-system                    8m17s       Normal    Started                                  pod/collector-g7bck                                         Container started
gmp-system                    8m17s       Normal    Pulling                                  pod/collector-g7bck                                         Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.1-gke.0@sha256:1c940f26f8dd267e9d95015afde8fc23aaac57e5d326fda1a2d59f0661384bbf"
gmp-system                    8m16s       Normal    Started                                  pod/collector-7xr6b                                         Container started
kube-system                   8m16s       Normal    Created                                  pod/fluentbit-gke-lhmms                                     Container created
kube-system                   8m16s       Normal    Created                                  pod/fluentbit-gke-lhmms                                     Container created
gmp-system                    8m16s       Normal    Created                                  pod/collector-7xr6b                                         Container created
kube-system                   8m16s       Normal    Pulled                                   pod/fluentbit-gke-lhmms                                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit-gke-exporter:v0.27.17-gke.20@sha256:67269cb89dbf9cf4e76e199a634c178eec76e74ae45694e8000893f7cae6179e" in 3.848s (4.958s including waiting). Image size: 36248865 bytes.
gmp-system                    8m16s       Normal    Started                                  pod/collector-wrk7j                                         Container started
gmp-system                    8m16s       Normal    Pulled                                   pod/collector-7xr6b                                         Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.1-gke.0@sha256:1c940f26f8dd267e9d95015afde8fc23aaac57e5d326fda1a2d59f0661384bbf" in 1.316s (1.316s including waiting). Image size: 14196295 bytes.
kube-system                   8m16s       Normal    Pulled                                   pod/fluentbit-gke-lhmms                                     Container image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260617_2300_RC0@sha256:c8cd71f5cd9f076b55e3f1db733e6adacd6ad3cfabaa9eb467b0ece8e691d73b" already present on machine and can be accessed by the pod
kube-system                   8m16s       Normal    Started                                  pod/fluentbit-gke-lhmms                                     Container started
gmp-system                    8m16s       Normal    Created                                  pod/collector-wrk7j                                         Container created
gmp-system                    8m15s       Normal    Started                                  pod/collector-g7bck                                         Container started
gmp-system                    8m15s       Normal    Pulled                                   pod/collector-g7bck                                         Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.1-gke.0@sha256:1c940f26f8dd267e9d95015afde8fc23aaac57e5d326fda1a2d59f0661384bbf" in 1.861s (1.861s including waiting). Image size: 14196295 bytes.
kube-system                   8m15s       Normal    Started                                  pod/fluentbit-gke-lhmms                                     Container started
gmp-system                    8m15s       Normal    Created                                  pod/collector-g7bck                                         Container created
kube-system                   8m13s       Normal    Created                                  pod/gke-metrics-agent-ldm4k                                 Container created
kube-system                   8m13s       Normal    Pulled                                   pod/gke-metrics-agent-ldm4k                                 Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.16.1-gke.3@sha256:4cc4daca02a5928dd1c38b03ff421c9b3bca9cbc1249ccf69f8acfe3948ac1df" in 5.48s (15.701s including waiting). Image size: 31395961 bytes.
gmp-system                    8m13s       Normal    Pulling                                  pod/collector-wrk7j                                         Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/prometheus:v2.53.5-gmp.5-gke.1@sha256:68038912eddca33347de1e85ffae8b785832303875957bd58d579a52ce8b6f93"
kube-system                   8m12s       Normal    Pulling                                  pod/gke-metrics-agent-ldm4k                                 Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250807_2300_RC0@sha256:aa1ed41571fa937da61b5bcd7cf842981c7f026b516c18655bc2f3a9362b1fa5"
kube-system                   8m12s       Normal    Started                                  pod/gke-metrics-agent-ldm4k                                 Container started
kube-system                   8m12s       Normal    Started                                  pod/gke-metrics-agent-ldm4k                                 Container started
kube-system                   8m12s       Normal    Pulled                                   pod/gke-metrics-agent-ldm4k                                 Container image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.16.1-gke.3@sha256:4cc4daca02a5928dd1c38b03ff421c9b3bca9cbc1249ccf69f8acfe3948ac1df" already present on machine and can be accessed by the pod
kube-system                   8m12s       Normal    Created                                  pod/gke-metrics-agent-ldm4k                                 Container created
kube-system                   8m11s       Normal    Started                                  pod/node-local-dns-dmmls                                    Container started
kube-system                   8m11s       Normal    Created                                  pod/node-local-dns-dmmls                                    Container created
kube-system                   8m11s       Normal    Pulled                                   pod/node-local-dns-dmmls                                    Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260422_2300_RC0@sha256:70625564549ccc35d34e119dd3e3d5e2f841be9c309940d3ed5bb4e649a3c59f" in 1.863s (7.095s including waiting). Image size: 26354407 bytes.
kube-system                   8m9s        Normal    Started                                  pod/fluentbit-gke-j2cpk                                     Container started
kube-system                   8m9s        Normal    Created                                  pod/fluentbit-gke-j2cpk                                     Container created
kube-system                   8m9s        Normal    Pulling                                  pod/fluentbit-gke-j2cpk                                     Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit-gke-exporter:v0.27.17-gke.20@sha256:67269cb89dbf9cf4e76e199a634c178eec76e74ae45694e8000893f7cae6179e"
kube-system                   8m9s        Normal    Pulled                                   pod/fluentbit-gke-j2cpk                                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit:v0.0.422-gke.2@sha256:4b5df304074c9f2842f16ef4869c0ec253c2d91d6478e5aa42d2f8dce9146b45" in 7.446s (12.185s including waiting). Image size: 66344763 bytes.
kube-system                   8m9s        Normal    Pulling                                  pod/pdcsi-node-8zk2x                                        Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/csi-node-driver-registrar:v2.15.0-gke.34@sha256:b38f4e46ad46c1f83f550d695812296b8d2d6a211c3fc0633f28979b0e958516"
kube-system                   8m9s        Normal    Started                                  pod/pdcsi-node-8zk2x                                        Container started
kube-system                   8m9s        Normal    Created                                  pod/pdcsi-node-8zk2x                                        Container created
kube-system                   8m9s        Normal    Pulled                                   pod/pdcsi-node-8zk2x                                        Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250311_2300_RC0@sha256:e6713a8266629d9e103f7b2c7715bf510170fe28ebe2dc341327fa5e6a0facde" in 1.706s (7.917s including waiting). Image size: 25809711 bytes.
kube-system                   8m4s        Normal    Created                                  pod/gke-metrics-agent-ldm4k                                 Container created
kube-system                   8m4s        Normal    Pulled                                   pod/gke-metrics-agent-ldm4k                                 Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250807_2300_RC0@sha256:aa1ed41571fa937da61b5bcd7cf842981c7f026b516c18655bc2f3a9362b1fa5" in 4.913s (7.656s including waiting). Image size: 25459396 bytes.
kube-system                   8m3s        Normal    Started                                  pod/gke-metrics-agent-ldm4k                                 Container started
kube-system                   8m1s        Normal    Pulled                                   pod/fluentbit-gke-j2cpk                                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit-gke-exporter:v0.27.17-gke.20@sha256:67269cb89dbf9cf4e76e199a634c178eec76e74ae45694e8000893f7cae6179e" in 3.447s (7.903s including waiting). Image size: 36248865 bytes.
kube-system                   8m          Normal    Pulled                                   pod/fluentbit-gke-j2cpk                                     Container image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260617_2300_RC0@sha256:c8cd71f5cd9f076b55e3f1db733e6adacd6ad3cfabaa9eb467b0ece8e691d73b" already present on machine and can be accessed by the pod
kube-system                   8m          Normal    Created                                  pod/fluentbit-gke-j2cpk                                     Container created
kube-system                   8m          Normal    Started                                  pod/fluentbit-gke-j2cpk                                     Container started
kube-system                   8m          Normal    Created                                  pod/fluentbit-gke-j2cpk                                     Container created
kube-system                   7m59s       Normal    Started                                  pod/fluentbit-gke-j2cpk                                     Container started
kube-system                   7m58s       Normal    Started                                  pod/pdcsi-node-8zk2x                                        Container started
kube-system                   7m58s       Normal    Created                                  pod/pdcsi-node-8zk2x                                        Container created
gmp-system                    7m58s       Normal    Pulled                                   pod/collector-wrk7j                                         Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/prometheus:v2.53.5-gmp.5-gke.1@sha256:68038912eddca33347de1e85ffae8b785832303875957bd58d579a52ce8b6f93" in 10.799s (14.838s including waiting). Image size: 146494435 bytes.
gmp-system                    7m58s       Normal    Created                                  pod/collector-wrk7j                                         Container created
gmp-system                    7m58s       Normal    Started                                  pod/collector-wrk7j                                         Container started
gmp-system                    7m58s       Normal    Pulling                                  pod/collector-wrk7j                                         Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.1-gke.0@sha256:1c940f26f8dd267e9d95015afde8fc23aaac57e5d326fda1a2d59f0661384bbf"
kube-system                   7m58s       Normal    Pulled                                   pod/pdcsi-node-8zk2x                                        Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/csi-node-driver-registrar:v2.15.0-gke.34@sha256:b38f4e46ad46c1f83f550d695812296b8d2d6a211c3fc0633f28979b0e958516" in 2.428s (10.327s including waiting). Image size: 14461369 bytes.
gmp-system                    7m56s       Normal    Started                                  pod/collector-wrk7j                                         Container started
gmp-system                    7m56s       Normal    Pulled                                   pod/collector-wrk7j                                         Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.1-gke.0@sha256:1c940f26f8dd267e9d95015afde8fc23aaac57e5d326fda1a2d59f0661384bbf" in 2.093s (2.093s including waiting). Image size: 14196295 bytes.
gmp-system                    7m56s       Normal    Created                                  pod/collector-wrk7j                                         Container created
dencer-demo                   6m22s       Normal    SuccessfulDelete                         replicaset/play-filler-7d4fc49cf                            Deleted pod: play-filler-7d4fc49cf-qj5cb
dencer-demo                   6m22s       Normal    SuccessfulDelete                         replicaset/play-filler-7d4fc49cf                            Deleted pod: play-filler-7d4fc49cf-kkzxs
dencer-demo                   6m22s       Normal    Killing                                  pod/play-filler-7d4fc49cf-qj5cb                             Stopping container web
dencer-demo                   6m22s       Normal    Killing                                  pod/play-filler-7d4fc49cf-fdkc5                             Stopping container web
dencer-demo                   6m22s       Normal    Killing                                  pod/play-filler-7d4fc49cf-ppwvc                             Stopping container web
dencer-demo                   6m22s       Normal    SuccessfulDelete                         replicaset/play-filler-7d4fc49cf                            Deleted pod: play-filler-7d4fc49cf-cgnww
dencer-demo                   6m22s       Normal    SuccessfulDelete                         replicaset/play-filler-7d4fc49cf                            Deleted pod: play-filler-7d4fc49cf-fdkc5
dencer-demo                   6m22s       Normal    Killing                                  pod/play-filler-7d4fc49cf-fwg2d                             Stopping container web
dencer-demo                   6m22s       Normal    Killing                                  pod/play-filler-7d4fc49cf-kkzxs                             Stopping container web
dencer-demo                   6m22s       Normal    SuccessfulDelete                         replicaset/play-filler-7d4fc49cf                            Deleted pod: play-filler-7d4fc49cf-nx5n5
dencer-demo                   6m22s       Normal    SuccessfulDelete                         replicaset/play-filler-7d4fc49cf                            Deleted pod: play-filler-7d4fc49cf-rgmtl
dencer-demo                   6m22s       Normal    Killing                                  pod/play-filler-7d4fc49cf-cgnww                             Stopping container web
dencer-demo                   6m22s       Normal    SuccessfulDelete                         replicaset/play-filler-7d4fc49cf                            (combined from similar events): Deleted pod: play-filler-7d4fc49cf-zz2wl
dencer-demo                   6m22s       Normal    ScalingReplicaSet                        deployment/play-filler                                      Scaled down replica set play-filler-7d4fc49cf from 12 to 2
dencer-demo                   6m22s       Normal    Killing                                  pod/play-filler-7d4fc49cf-rgmtl                             Stopping container web
dencer-demo                   6m22s       Normal    Killing                                  pod/play-filler-7d4fc49cf-zz2wl                             Stopping container web
dencer-demo                   6m22s       Normal    SuccessfulDelete                         replicaset/play-filler-7d4fc49cf                            Deleted pod: play-filler-7d4fc49cf-ppwvc
dencer-demo                   6m22s       Normal    SuccessfulDelete                         replicaset/play-filler-7d4fc49cf                            Deleted pod: play-filler-7d4fc49cf-ntmqx
dencer-demo                   6m22s       Normal    SuccessfulDelete                         replicaset/play-filler-7d4fc49cf                            Deleted pod: play-filler-7d4fc49cf-fwg2d
dencer-demo                   6m22s       Normal    Killing                                  pod/play-filler-7d4fc49cf-ntmqx                             Stopping container web
dencer-demo                   6m22s       Normal    Killing                                  pod/play-filler-7d4fc49cf-nx5n5                             Stopping container web
dencer-demo                   6m21s       Normal    SuccessfulDelete                         replicaset/play-web-5cddbdcfb5                              Deleted pod: play-web-5cddbdcfb5-cz75x
dencer-demo                   6m21s       Warning   Unhealthy                                pod/play-web-5cddbdcfb5-ssf4p                               Readiness probe failed: Get "http://10.76.4.3:8080/": dial tcp 10.76.4.3:8080: connect: connection refused
dencer-demo                   6m21s       Normal    ScalingReplicaSet                        deployment/play-web                                         Scaled down replica set play-web-5cddbdcfb5 from 10 to 3
dencer-demo                   6m21s       Normal    SuccessfulDelete                         replicaset/play-web-5cddbdcfb5                              Deleted pod: play-web-5cddbdcfb5-xgj4s
dencer-demo                   6m21s       Normal    SuccessfulDelete                         replicaset/play-web-5cddbdcfb5                              Deleted pod: play-web-5cddbdcfb5-ssf4p
dencer-demo                   6m21s       Normal    SuccessfulDelete                         replicaset/play-web-5cddbdcfb5                              Deleted pod: play-web-5cddbdcfb5-mt6xz
dencer-demo                   6m21s       Normal    SuccessfulDelete                         replicaset/play-web-5cddbdcfb5                              Deleted pod: play-web-5cddbdcfb5-s7wtt
dencer-demo                   6m21s       Normal    SuccessfulDelete                         replicaset/play-web-5cddbdcfb5                              Deleted pod: play-web-5cddbdcfb5-lxzp8
dencer-demo                   6m21s       Normal    SuccessfulDelete                         replicaset/play-web-5cddbdcfb5                              Deleted pod: play-web-5cddbdcfb5-h5cb5
dencer-demo                   6m21s       Normal    Killing                                  pod/play-web-5cddbdcfb5-cz75x                               Stopping container web
dencer-demo                   6m21s       Normal    Killing                                  pod/play-web-5cddbdcfb5-xgj4s                               Stopping container web
dencer-demo                   6m21s       Normal    Killing                                  pod/play-web-5cddbdcfb5-h5cb5                               Stopping container web
dencer-demo                   6m21s       Normal    Killing                                  pod/play-web-5cddbdcfb5-ssf4p                               Stopping container web
dencer-demo                   6m21s       Normal    Killing                                  pod/play-web-5cddbdcfb5-s7wtt                               Stopping container web
dencer-demo                   6m21s       Normal    Killing                                  pod/play-web-5cddbdcfb5-mt6xz                               Stopping container web
dencer-demo                   6m21s       Normal    Killing                                  pod/play-web-5cddbdcfb5-lxzp8                               Stopping container web
dencer-demo                   6m21s       Warning   Unhealthy                                pod/play-web-5cddbdcfb5-h5cb5                               Readiness probe failed: Get "http://10.76.2.5:8080/": dial tcp 10.76.2.5:8080: connect: connection refused
k8s-dencer                    2m16s       Normal    WaitForFirstConsumer                     persistentvolumeclaim/play-postgres                         waiting for first consumer to be created before binding
k8s-dencer                    2m15s       Normal    SuccessfulCreate                         replicaset/play-postgres-664d4659b9                         Created pod: play-postgres-664d4659b9-hjdd6
k8s-dencer                    2m15s       Normal    ScalingReplicaSet                        deployment/play-postgres                                    Scaled up replica set play-postgres-664d4659b9 from 0 to 1
k8s-dencer                    2m14s       Normal    Provisioning                             persistentvolumeclaim/play-postgres                         External provisioner is provisioning volume for claim "k8s-dencer/play-postgres"
k8s-dencer                    2m14s       Normal    ExternalProvisioning                     persistentvolumeclaim/play-postgres                         Waiting for a volume to be created either by the external provisioner 'pd.csi.storage.gke.io' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
k8s-dencer                    2m13s       Normal    ProvisioningSucceeded                    persistentvolumeclaim/play-postgres                         Successfully provisioned volume pvc-53baf612-c9ba-402c-9d74-17086d3c4dac
k8s-dencer                    2m12s       Normal    Scheduled                                pod/play-postgres-664d4659b9-hjdd6                          Successfully assigned k8s-dencer/play-postgres-664d4659b9-hjdd6 to gke-dencer-play-default-pool-846d4868-kzdf
k8s-dencer                    2m8s        Normal    SuccessfulAttachVolume                   pod/play-postgres-664d4659b9-hjdd6                          AttachVolume.Attach succeeded for volume "pvc-53baf612-c9ba-402c-9d74-17086d3c4dac"
default                       2m3s        Warning   NodeRegistrationCheckerDidNotRunChecks   node/gke-dencer-play-default-pool-846d4868-ps2n             Sat Aug 15 16:33:13 UTC 2026 - **     Node ready and registered. **
default                       2m3s        Warning   NodeRegistrationCheckerDidNotRunChecks   node/gke-dencer-play-default-pool-846d4868-j9s8             Sat Aug 15 16:33:13 UTC 2026 - **     Node ready and registered. **
k8s-dencer                    2m2s        Normal    Pulling                                  pod/play-postgres-664d4659b9-hjdd6                          Pulling image "postgres:16-alpine"
k8s-dencer                    114s        Normal    Pulled                                   pod/play-postgres-664d4659b9-hjdd6                          Successfully pulled image "postgres:16-alpine" in 7.16s (7.16s including waiting). Image size: 116075089 bytes.
k8s-dencer                    112s        Warning   Unhealthy                                pod/play-postgres-664d4659b9-hjdd6                          Readiness probe errored and resulted in unknown state: rpc error: code = Unknown desc = failed to exec in container: container is in CONTAINER_EXITED state
default                       111s        Warning   NodeRegistrationCheckerDidNotRunChecks   node/gke-dencer-play-default-pool-846d4868-9f4d             Sat Aug 15 16:33:25 UTC 2026 - **     Node ready and registered. **
k8s-dencer                    75s         Normal    Created                                  pod/play-postgres-664d4659b9-hjdd6                          Container created
k8s-dencer                    75s         Normal    Started                                  pod/play-postgres-664d4659b9-hjdd6                          Container started
k8s-dencer                    75s         Normal    Pulled                                   pod/play-postgres-664d4659b9-hjdd6                          Container image "postgres:16-alpine" already present on machine and can be accessed by the pod
k8s-dencer                    73s         Warning   BackOff                                  pod/play-postgres-664d4659b9-hjdd6                          Back-off restarting failed container postgres in pod play-postgres-664d4659b9-hjdd6_k8s-dencer(232f79d2-bd86-489a-a938-569b8b40aacc)
k8s-dencer                    70s         Normal    ScalingReplicaSet                        deployment/play-postgres                                    Scaled up replica set play-postgres-6cb59968dd from 0 to 1
k8s-dencer                    70s         Normal    Scheduled                                pod/play-postgres-6cb59968dd-7gbsz                          Successfully assigned k8s-dencer/play-postgres-6cb59968dd-7gbsz to gke-dencer-play-default-pool-846d4868-kzdf
k8s-dencer                    70s         Normal    ScalingReplicaSet                        deployment/play-postgres                                    Scaled down replica set play-postgres-664d4659b9 from 1 to 0
k8s-dencer                    70s         Normal    SuccessfulCreate                         replicaset/play-postgres-6cb59968dd                         Created pod: play-postgres-6cb59968dd-7gbsz
k8s-dencer                    70s         Normal    SuccessfulDelete                         replicaset/play-postgres-664d4659b9                         Deleted pod: play-postgres-664d4659b9-hjdd6
k8s-dencer                    68s         Normal    Started                                  pod/play-postgres-6cb59968dd-7gbsz                          Container started
k8s-dencer                    68s         Normal    Created                                  pod/play-postgres-6cb59968dd-7gbsz                          Container created
k8s-dencer                    68s         Normal    Pulled                                   pod/play-postgres-6cb59968dd-7gbsz                          Container image "postgres:16-alpine" already present on machine and can be accessed by the pod
k8s-dencer                    66s         Warning   Unhealthy                                pod/play-postgres-6cb59968dd-7gbsz                          Readiness probe failed: /var/run/postgresql:5432 - no response
k8s-dencer                    53s         Normal    ScalingReplicaSet                        deployment/k8s-dencer-planner                               Scaled down replica set k8s-dencer-planner-55f445b474 from 1 to 0
k8s-dencer                    53s         Normal    Scheduled                                pod/k8s-dencer-executor-54f68fb6cd-rbrl9                    Successfully assigned k8s-dencer/k8s-dencer-executor-54f68fb6cd-rbrl9 to gke-dencer-play-default-pool-846d4868-kzdf
