NAMESPACE                     LAST SEEN   TYPE      REASON                         OBJECT                                                      MESSAGE
dencer-demo                   110s        Normal    Pulling                        pod/play-web-5cddbdcfb5-52p9l                               Pulling image "nginxinc/nginx-unprivileged:1.27-alpine"
dencer-demo                   110s        Normal    Pulling                        pod/play-web-5cddbdcfb5-lr4mn                               Pulling image "nginxinc/nginx-unprivileged:1.27-alpine"
dencer-demo                   110s        Normal    ScalingReplicaSet              deployment/play-cache                                       Scaled up replica set play-cache-6b5554675 from 0 to 3
dencer-demo                   110s        Normal    Pulling                        pod/play-web-5cddbdcfb5-mt6xz                               Pulling image "nginxinc/nginx-unprivileged:1.27-alpine"
dencer-demo                   110s        Normal    SuccessfulCreate               replicaset/play-cache-6b5554675                             Created pod: play-cache-6b5554675-2gwcc
dencer-demo                   110s        Normal    SuccessfulCreate               replicaset/play-cache-6b5554675                             Created pod: play-cache-6b5554675-d6r2z
dencer-demo                   110s        Normal    Pulling                        pod/play-web-5cddbdcfb5-7lcrb                               Pulling image "nginxinc/nginx-unprivileged:1.27-alpine"
dencer-demo                   110s        Normal    SuccessfulCreate               replicaset/play-cache-6b5554675                             Created pod: play-cache-6b5554675-ldt2l
dencer-demo                   110s        Normal    Scheduled                      pod/play-cache-6b5554675-d6r2z                              Successfully assigned dencer-demo/play-cache-6b5554675-d6r2z to gke-dencer-play-default-pool-846d4868-kzdf
dencer-demo                   110s        Normal    Scheduled                      pod/play-cache-6b5554675-2gwcc                              Successfully assigned dencer-demo/play-cache-6b5554675-2gwcc to gke-dencer-play-default-pool-846d4868-r3pj
dencer-demo                   110s        Normal    Scheduled                      pod/play-cache-6b5554675-ldt2l                              Successfully assigned dencer-demo/play-cache-6b5554675-ldt2l to gke-dencer-play-default-pool-846d4868-tst6
dencer-demo                   109s        Normal    Scheduled                      pod/play-filler-7d4fc49cf-2wd2m                             Successfully assigned dencer-demo/play-filler-7d4fc49cf-2wd2m to gke-dencer-play-default-pool-846d4868-t20r
dencer-demo                   109s        Normal    Scheduled                      pod/play-filler-7d4fc49cf-fwg2d                             Successfully assigned dencer-demo/play-filler-7d4fc49cf-fwg2d to gke-dencer-play-default-pool-846d4868-tst6
dencer-demo                   109s        Normal    ScalingReplicaSet              deployment/play-filler                                      Scaled up replica set play-filler-7d4fc49cf from 0 to 3
dencer-demo                   109s        Normal    SuccessfulCreate               replicaset/play-filler-7d4fc49cf                            Created pod: play-filler-7d4fc49cf-2wd2m
dencer-demo                   109s        Normal    SuccessfulCreate               replicaset/play-filler-7d4fc49cf                            Created pod: play-filler-7d4fc49cf-6bcpx
dencer-demo                   109s        Normal    SuccessfulCreate               replicaset/play-filler-7d4fc49cf                            Created pod: play-filler-7d4fc49cf-fwg2d
dencer-demo                   109s        Normal    Pulling                        pod/play-cache-6b5554675-2gwcc                              Pulling image "nginxinc/nginx-unprivileged:1.27-alpine"
dencer-demo                   109s        Normal    Pulling                        pod/play-cache-6b5554675-d6r2z                              Pulling image "nginxinc/nginx-unprivileged:1.27-alpine"
dencer-demo                   109s        Normal    Pulling                        pod/play-cache-6b5554675-ldt2l                              Pulling image "nginxinc/nginx-unprivileged:1.27-alpine"
dencer-demo                   109s        Normal    Scheduled                      pod/play-filler-7d4fc49cf-6bcpx                             Successfully assigned dencer-demo/play-filler-7d4fc49cf-6bcpx to gke-dencer-play-default-pool-846d4868-kzdf
dencer-demo                   108s        Normal    Created                        pod/play-web-5cddbdcfb5-mt6xz                               Container created
dencer-demo                   108s        Normal    Pulled                         pod/play-cache-6b5554675-ldt2l                              Successfully pulled image "nginxinc/nginx-unprivileged:1.27-alpine" in 1.33s (1.33s including waiting). Image size: 20986061 bytes.
dencer-demo                   108s        Normal    Pulling                        pod/play-filler-7d4fc49cf-fwg2d                             Pulling image "nginxinc/nginx-unprivileged:1.27-alpine"
dencer-demo                   108s        Normal    Pulled                         pod/play-web-5cddbdcfb5-7lcrb                               Successfully pulled image "nginxinc/nginx-unprivileged:1.27-alpine" in 1.552s (1.552s including waiting). Image size: 20986061 bytes.
dencer-demo                   108s        Normal    Pulled                         pod/play-cache-6b5554675-2gwcc                              Successfully pulled image "nginxinc/nginx-unprivileged:1.27-alpine" in 891ms (891ms including waiting). Image size: 20986061 bytes.
dencer-demo                   108s        Normal    Created                        pod/play-filler-7d4fc49cf-6bcpx                             Container created
dencer-demo                   108s        Normal    Pulled                         pod/play-filler-7d4fc49cf-6bcpx                             Successfully pulled image "nginxinc/nginx-unprivileged:1.27-alpine" in 232ms (701ms including waiting). Image size: 20986061 bytes.
dencer-demo                   108s        Normal    Pulling                        pod/play-filler-7d4fc49cf-6bcpx                             Pulling image "nginxinc/nginx-unprivileged:1.27-alpine"
dencer-demo                   108s        Normal    Created                        pod/play-cache-6b5554675-2gwcc                              Container created
dencer-demo                   108s        Normal    Started                        pod/play-filler-7d4fc49cf-2wd2m                             Container started
dencer-demo                   108s        Normal    Created                        pod/play-filler-7d4fc49cf-2wd2m                             Container created
dencer-demo                   108s        Normal    Created                        pod/play-web-5cddbdcfb5-7lcrb                               Container created
dencer-demo                   108s        Normal    Started                        pod/play-web-5cddbdcfb5-7lcrb                               Container started
dencer-demo                   108s        Normal    Pulled                         pod/play-web-5cddbdcfb5-lr4mn                               Successfully pulled image "nginxinc/nginx-unprivileged:1.27-alpine" in 1.479s (1.479s including waiting). Image size: 20986061 bytes.
dencer-demo                   108s        Normal    Pulled                         pod/play-filler-7d4fc49cf-2wd2m                             Successfully pulled image "nginxinc/nginx-unprivileged:1.27-alpine" in 298ms (298ms including waiting). Image size: 20986061 bytes.
dencer-demo                   108s        Normal    Pulling                        pod/play-filler-7d4fc49cf-2wd2m                             Pulling image "nginxinc/nginx-unprivileged:1.27-alpine"
dencer-demo                   108s        Normal    Created                        pod/play-web-5cddbdcfb5-lr4mn                               Container created
dencer-demo                   108s        Normal    Started                        pod/play-web-5cddbdcfb5-lr4mn                               Container started
dencer-demo                   108s        Normal    Pulled                         pod/play-web-5cddbdcfb5-mt6xz                               Successfully pulled image "nginxinc/nginx-unprivileged:1.27-alpine" in 2.123s (2.123s including waiting). Image size: 20986061 bytes.
