NAMESPACE                     LAST SEEN   TYPE      REASON                         OBJECT                                                      MESSAGE
kube-system                   2m32s       Normal    Pulling                        pod/konnectivity-agent-7f74769845-82h75                     Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251019.00_p0@sha256:2e1549e4692726aecc70364a1d6700cf276db2d9b4da90179284ca8de168c976"
kube-system                   2m32s       Normal    Pulling                        pod/konnectivity-agent-7f74769845-kwm7c                     Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/proxy-agent:v0.35.0-gke.1@sha256:2065f91ef5b24b14f6b9da1f1eedf83895d5167918a93cb1770c1124e4ab038d"
kube-system                   2m32s       Normal    Pulled                         pod/gke-metrics-agent-4xssv                                 Container image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.16.1-gke.3@sha256:4cc4daca02a5928dd1c38b03ff421c9b3bca9cbc1249ccf69f8acfe3948ac1df" already present on machine and can be accessed by the pod
kube-system                   2m32s       Normal    Started                        pod/gke-metrics-agent-4xssv                                 Container started
kube-system                   2m32s       Normal    Created                        pod/gke-metrics-agent-4xssv                                 Container created
kube-system                   2m32s       Normal    Pulled                         pod/gke-metrics-agent-4xssv                                 Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.16.1-gke.3@sha256:4cc4daca02a5928dd1c38b03ff421c9b3bca9cbc1249ccf69f8acfe3948ac1df" in 1.734s (2.846s including waiting). Image size: 31395961 bytes.
kube-system                   2m32s       Normal    Started                        pod/konnectivity-agent-7f74769845-jnwt2                     Container started
kube-system                   2m32s       Normal    Pulled                         pod/konnectivity-agent-7f74769845-fhxrj                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251019.00_p0@sha256:2e1549e4692726aecc70364a1d6700cf276db2d9b4da90179284ca8de168c976" in 601ms (788ms including waiting). Image size: 2887395 bytes.
kube-system                   2m32s       Normal    Pulled                         pod/gke-metrics-agent-dgzsg                                 Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260312.00_p0@sha256:d31f982e00598633fd2e94787f76894e29e80a3d87f5e15eacfc42b40e866de8" in 803ms (3.601s including waiting). Image size: 2929568 bytes.
gmp-system                    2m32s       Warning   Failed                         pod/collector-8b7jt                                         Error: services have not yet been read at least once, cannot construct envvars
kube-system                   2m32s       Normal    Pulled                         pod/node-local-dns-9mnnz                                    Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260422_2300_RC0@sha256:70625564549ccc35d34e119dd3e3d5e2f841be9c309940d3ed5bb4e649a3c59f" in 2.705s (7.063s including waiting). Image size: 26354407 bytes.
kube-system                   2m31s       Normal    Created                        pod/gke-metrics-agent-g75wp                                 Container created
kube-system                   2m31s       Normal    Pulling                        pod/konnectivity-agent-7f74769845-7m6sq                     Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/proxy-agent:v0.35.0-gke.1@sha256:2065f91ef5b24b14f6b9da1f1eedf83895d5167918a93cb1770c1124e4ab038d"
kube-system                   2m31s       Warning   Failed                         pod/gke-metrics-agent-dgzsg                                 Error: services have not yet been read at least once, cannot construct envvars
kube-system                   2m31s       Warning   Failed                         pod/konnectivity-agent-7f74769845-fhxrj                     Error: services have not yet been read at least once, cannot construct envvars
kube-system                   2m31s       Normal    Started                        pod/gke-metrics-agent-g75wp                                 Container started
gmp-system                    2m31s       Normal    Pulling                        pod/collector-gz6q2                                         Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260601.00_p0@sha256:3a4553b24025243918522d0deafeaf325410aae5f682723cdc32e0cbf786a6cd"
kube-system                   2m31s       Normal    Created                        pod/node-local-dns-9mnnz                                    Container created
kube-system                   2m31s       Normal    Pulled                         pod/gke-metrics-agent-g75wp                                 Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250807_2300_RC0@sha256:aa1ed41571fa937da61b5bcd7cf842981c7f026b516c18655bc2f3a9362b1fa5" in 4.691s (9.781s including waiting). Image size: 25459396 bytes.
kube-system                   2m31s       Normal    Started                        pod/node-local-dns-9mnnz                                    Container started
gmp-system                    2m31s       Normal    Pulling                        pod/collector-zzbjt                                         Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260601.00_p0@sha256:3a4553b24025243918522d0deafeaf325410aae5f682723cdc32e0cbf786a6cd"
kube-system                   2m31s       Normal    Created                        pod/gke-metrics-agent-4xssv                                 Container created
kube-system                   2m31s       Normal    Started                        pod/gke-metrics-agent-4xssv                                 Container started
kube-system                   2m31s       Normal    Pulling                        pod/gke-metrics-agent-4xssv                                 Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250807_2300_RC0@sha256:aa1ed41571fa937da61b5bcd7cf842981c7f026b516c18655bc2f3a9362b1fa5"
kube-system                   2m30s       Normal    Pulled                         pod/node-local-dns-x4m84                                    Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/k8s-dns-node-cache:1.26.8-gke.5@sha256:b466bc19f519bf5eb7ee278a57d33f9fdf253db8dd4e78677bd7b0373afcfea7" in 2.245s (5.088s including waiting). Image size: 52897804 bytes.
kube-system                   2m30s       Normal    Pulled                         pod/fluentbit-gke-gv2zf                                     Container image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260617_2300_RC0@sha256:c8cd71f5cd9f076b55e3f1db733e6adacd6ad3cfabaa9eb467b0ece8e691d73b" already present on machine and can be accessed by the pod
kube-system                   2m30s       Normal    Started                        pod/node-local-dns-x4m84                                    Container started
kube-system                   2m30s       Normal    Pulling                        pod/pdcsi-node-f9pt9                                        Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250311_2300_RC0@sha256:e6713a8266629d9e103f7b2c7715bf510170fe28ebe2dc341327fa5e6a0facde"
kube-system                   2m30s       Normal    Pulling                        pod/node-local-dns-x4m84                                    Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260422_2300_RC0@sha256:70625564549ccc35d34e119dd3e3d5e2f841be9c309940d3ed5bb4e649a3c59f"
kube-system                   2m30s       Normal    Pulled                         pod/fluentbit-gke-gv2zf                                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit-gke-exporter:v0.27.17-gke.20@sha256:67269cb89dbf9cf4e76e199a634c178eec76e74ae45694e8000893f7cae6179e" in 3.447s (11.598s including waiting). Image size: 36248865 bytes.
kube-system                   2m30s       Normal    Started                        pod/pdcsi-node-f9pt9                                        Container started
kube-system                   2m30s       Normal    Created                        pod/fluentbit-gke-gv2zf                                     Container created
kube-system                   2m30s       Normal    Started                        pod/fluentbit-gke-gv2zf                                     Container started
kube-system                   2m30s       Normal    Created                        pod/pdcsi-node-f9pt9                                        Container created
kube-system                   2m30s       Normal    Created                        pod/node-local-dns-x4m84                                    Container created
kube-system                   2m30s       Normal    Pulled                         pod/pdcsi-node-f9pt9                                        Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gcp-compute-persistent-disk-csi-driver:v1.23.1-gke.20@sha256:fc65b739e47e804ec6c93f4a2a8d8a2dbcaa2c1dd91f082fdb0c4266856d12ce" in 10.377s (10.377s including waiting). Image size: 124338789 bytes.
kube-system                   2m29s       Normal    Created                        pod/fluentbit-gke-gv2zf                                     Container created
kube-system                   2m29s       Normal    Created                        pod/node-local-dns-cv5l9                                    Container created
kube-system                   2m29s       Normal    Pulled                         pod/node-local-dns-cv5l9                                    Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260422_2300_RC0@sha256:70625564549ccc35d34e119dd3e3d5e2f841be9c309940d3ed5bb4e649a3c59f" in 1.84s (9.33s including waiting). Image size: 26354407 bytes.
gmp-system                    2m29s       Normal    Pulling                        pod/collector-vvkm4                                         Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260601.00_p0@sha256:3a4553b24025243918522d0deafeaf325410aae5f682723cdc32e0cbf786a6cd"
kube-system                   2m29s       Normal    Started                        pod/node-local-dns-cv5l9                                    Container started
kube-system                   2m29s       Normal    Started                        pod/fluentbit-gke-gv2zf                                     Container started
kube-system                   2m28s       Normal    Started                        pod/pdcsi-node-gpwj6                                        Container started
gke-managed-cim               2m28s       Normal    Pulled                         pod/kube-state-metrics-0                                    Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251023.00_p0@sha256:a7cb98da2747fc1e6cbce7c773fe9214fac03712b305ea6c0370392136b796a0" in 4.908s (12.064s including waiting). Image size: 2955257 bytes.
kube-system                   2m28s       Normal    Pulling                        pod/konnectivity-agent-7f74769845-jnwt2                     Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/proxy-agent:v0.35.0-gke.1@sha256:2065f91ef5b24b14f6b9da1f1eedf83895d5167918a93cb1770c1124e4ab038d"
gke-managed-cim               2m28s       Normal    Started                        pod/kube-state-metrics-0                                    Container started
kube-system                   2m28s       Normal    Created                        pod/pdcsi-node-gpwj6                                        Container created
kube-system                   2m28s       Normal    Pulled                         pod/pdcsi-node-gpwj6                                        Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gcp-compute-persistent-disk-csi-driver:v1.23.1-gke.20@sha256:fc65b739e47e804ec6c93f4a2a8d8a2dbcaa2c1dd91f082fdb0c4266856d12ce" in 14.968s (14.969s including waiting). Image size: 124338789 bytes.
kube-system                   2m28s       Normal    Pulling                        pod/pdcsi-node-gpwj6                                        Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250311_2300_RC0@sha256:e6713a8266629d9e103f7b2c7715bf510170fe28ebe2dc341327fa5e6a0facde"
kube-system                   2m28s       Normal    Pulled                         pod/pdcsi-node-mbggj                                        Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gcp-compute-persistent-disk-csi-driver:v1.23.1-gke.20@sha256:fc65b739e47e804ec6c93f4a2a8d8a2dbcaa2c1dd91f082fdb0c4266856d12ce" in 15.919s (15.919s including waiting). Image size: 124338789 bytes.
gke-managed-cim               2m28s       Normal    Created                        pod/kube-state-metrics-0                                    Container created
kube-system                   2m27s       Normal    Pulling                        pod/pdcsi-node-f99j2                                        Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250311_2300_RC0@sha256:e6713a8266629d9e103f7b2c7715bf510170fe28ebe2dc341327fa5e6a0facde"
kube-system                   2m27s       Warning   Failed                         pod/pdcsi-node-f99j2                                        Error: services have not yet been read at least once, cannot construct envvars
kube-system                   2m27s       Normal    Pulled                         pod/pdcsi-node-f99j2                                        Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gcp-compute-persistent-disk-csi-driver:v1.23.1-gke.20@sha256:fc65b739e47e804ec6c93f4a2a8d8a2dbcaa2c1dd91f082fdb0c4266856d12ce" in 8.366s (8.857s including waiting). Image size: 124338789 bytes.
kube-system                   2m27s       Normal    Started                        pod/pdcsi-node-mbggj                                        Container started
kube-system                   2m27s       Normal    Created                        pod/pdcsi-node-mbggj                                        Container created
kube-system                   2m27s       Normal    Created                        pod/kube-dns-7ddbc8bb55-psc92                               Container created
gke-managed-cim               2m27s       Normal    Pulling                        pod/kube-state-metrics-0                                    Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/kube-state-metrics:v2.14.0-gke.51@sha256:a346b3c4a95bf91641ed3facf8957fbb98823f92916d1cca356ad5c021cb1a4e"
kube-system                   2m27s       Normal    Pulling                        pod/pdcsi-node-mbggj                                        Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250311_2300_RC0@sha256:e6713a8266629d9e103f7b2c7715bf510170fe28ebe2dc341327fa5e6a0facde"
kube-system                   2m27s       Normal    Pulled                         pod/fluentbit-gke-xsv2x                                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit:v0.0.422-gke.2@sha256:4b5df304074c9f2842f16ef4869c0ec253c2d91d6478e5aa42d2f8dce9146b45" in 4.577s (8.229s including waiting). Image size: 66344763 bytes.
kube-system                   2m27s       Normal    Pulled                         pod/kube-dns-7ddbc8bb55-psc92                               Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/k8s-dns-kube-dns:1.26.8-gke.3@sha256:e349d527bdfe0dfd02c26b38a94311415839ea30f48ca837d08ba5d9383f77cd" in 3.209s (7.285s including waiting). Image size: 30596335 bytes.
kube-system                   2m26s       Normal    Started                        pod/gke-metrics-agent-w6bm6                                 Container started
gmp-system                    2m26s       Normal    Created                        pod/collector-zzbjt                                         Container created
kube-system                   2m26s       Normal    Created                        pod/fluentbit-gke-mrh4l                                     Container created
kube-system                   2m26s       Normal    Pulled                         pod/fluentbit-gke-mrh4l                                     Container image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260617_2300_RC0@sha256:c8cd71f5cd9f076b55e3f1db733e6adacd6ad3cfabaa9eb467b0ece8e691d73b" already present on machine and can be accessed by the pod
kube-system                   2m26s       Normal    Pulling                        pod/fluentbit-gke-xsv2x                                     Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit-gke-exporter:v0.27.17-gke.20@sha256:67269cb89dbf9cf4e76e199a634c178eec76e74ae45694e8000893f7cae6179e"
kube-system                   2m26s       Normal    Pulled                         pod/gke-metrics-agent-w6bm6                                 Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250807_2300_RC0@sha256:aa1ed41571fa937da61b5bcd7cf842981c7f026b516c18655bc2f3a9362b1fa5" in 1.991s (7.954s including waiting). Image size: 25459396 bytes.
kube-system                   2m26s       Normal    Started                        pod/node-local-dns-n9rgj                                    Container started
kube-system                   2m26s       Normal    Started                        pod/fluentbit-gke-mrh4l                                     Container started
kube-system                   2m26s       Normal    Started                        pod/fluentbit-gke-xsv2x                                     Container started
kube-system                   2m26s       Normal    Created                        pod/fluentbit-gke-xsv2x                                     Container created
kube-system                   2m26s       Normal    Created                        pod/gke-metrics-agent-w6bm6                                 Container created
kube-system                   2m26s       Normal    Created                        pod/node-local-dns-n9rgj                                    Container created
kube-system                   2m26s       Normal    Created                        pod/fluentbit-gke-mrh4l                                     Container created
kube-system                   2m26s       Normal    Pulled                         pod/fluentbit-gke-mrh4l                                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit-gke-exporter:v0.27.17-gke.20@sha256:67269cb89dbf9cf4e76e199a634c178eec76e74ae45694e8000893f7cae6179e" in 3.356s (10.596s including waiting). Image size: 36248865 bytes.
kube-system                   2m26s       Normal    Started                        pod/gke-metrics-agent-phgj4                                 Container started
kube-system                   2m26s       Normal    Created                        pod/gke-metrics-agent-phgj4                                 Container created
kube-system                   2m26s       Normal    Pulled                         pod/gke-metrics-agent-phgj4                                 Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250807_2300_RC0@sha256:aa1ed41571fa937da61b5bcd7cf842981c7f026b516c18655bc2f3a9362b1fa5" in 1.626s (11.429s including waiting). Image size: 25459396 bytes.
kube-system                   2m26s       Normal    Pulled                         pod/pdcsi-node-f99j2                                        Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250311_2300_RC0@sha256:e6713a8266629d9e103f7b2c7715bf510170fe28ebe2dc341327fa5e6a0facde" in 1.44s (1.44s including waiting). Image size: 25809711 bytes.
kube-system                   2m26s       Warning   Failed                         pod/pdcsi-node-f99j2                                        Error: services have not yet been read at least once, cannot construct envvars
gmp-system                    2m26s       Normal    Pulled                         pod/collector-zzbjt                                         Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260601.00_p0@sha256:3a4553b24025243918522d0deafeaf325410aae5f682723cdc32e0cbf786a6cd" in 397ms (5.403s including waiting). Image size: 18877251 bytes.
kube-system                   2m26s       Normal    Pulling                        pod/kube-dns-7ddbc8bb55-psc92                               Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/k8s-dns-dnsmasq-nanny:1.26.8-gke.3@sha256:b5a2a5d776d611873573087f2caae2655122eb6354ca33856358331a1dcb9f2a"
kube-system                   2m26s       Normal    Started                        pod/kube-dns-7ddbc8bb55-psc92                               Container started
kube-system                   2m26s       Normal    Pulling                        pod/pdcsi-node-f99j2                                        Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/csi-node-driver-registrar:v2.15.0-gke.34@sha256:b38f4e46ad46c1f83f550d695812296b8d2d6a211c3fc0633f28979b0e958516"
kube-system                   2m26s       Normal    Pulled                         pod/node-local-dns-n9rgj                                    Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260422_2300_RC0@sha256:70625564549ccc35d34e119dd3e3d5e2f841be9c309940d3ed5bb4e649a3c59f" in 1.422s (12.697s including waiting). Image size: 26354407 bytes.
gmp-system                    2m25s       Normal    Started                        pod/collector-zzbjt                                         Container started
gmp-system                    2m25s       Normal    Pulled                         pod/collector-vvkm4                                         Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260601.00_p0@sha256:3a4553b24025243918522d0deafeaf325410aae5f682723cdc32e0cbf786a6cd" in 686ms (3.269s including waiting). Image size: 18877251 bytes.
kube-system                   2m25s       Normal    Pulled                         pod/kube-dns-7ddbc8bb55-mh9vz                               Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/k8s-dns-kube-dns:1.26.8-gke.3@sha256:e349d527bdfe0dfd02c26b38a94311415839ea30f48ca837d08ba5d9383f77cd" in 5.431s (16.693s including waiting). Image size: 30596335 bytes.
gmp-system                    2m25s       Normal    Pulled                         pod/collector-6x82c                                         Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260609.00_p0@sha256:3d097c8c5b03556dd0328d04d0f25d79f130edae640bb3ea54e1fad5c59b5832" in 1.185s (7.445s including waiting). Image size: 3379254 bytes.
gmp-system                    2m25s       Normal    Created                        pod/collector-6x82c                                         Container created
gmp-system                    2m25s       Normal    Started                        pod/collector-6x82c                                         Container started
kube-system                   2m25s       Normal    Created                        pod/kube-dns-7ddbc8bb55-mh9vz                               Container created
kube-system                   2m25s       Normal    Started                        pod/kube-dns-7ddbc8bb55-mh9vz                               Container started
gmp-system                    2m25s       Normal    Started                        pod/collector-vvkm4                                         Container started
gmp-system                    2m25s       Normal    Created                        pod/collector-vvkm4                                         Container created
kube-system                   2m25s       Normal    Started                        pod/fluentbit-gke-mrh4l                                     Container started
kube-system                   2m25s       Normal    Pulling                        pod/kube-dns-7ddbc8bb55-mh9vz                               Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/k8s-dns-dnsmasq-nanny:1.26.8-gke.3@sha256:b5a2a5d776d611873573087f2caae2655122eb6354ca33856358331a1dcb9f2a"
kube-system                   2m25s       Normal    Created                        pod/fluentbit-gke-vvf2z                                     Container created
kube-system                   2m25s       Normal    Pulled                         pod/fluentbit-gke-vvf2z                                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit:v0.0.422-gke.2@sha256:4b5df304074c9f2842f16ef4869c0ec253c2d91d6478e5aa42d2f8dce9146b45" in 4.782s (7.855s including waiting). Image size: 66344763 bytes.
kube-system                   2m24s       Normal    Pulling                        pod/fluentbit-gke-vvf2z                                     Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit-gke-exporter:v0.27.17-gke.20@sha256:67269cb89dbf9cf4e76e199a634c178eec76e74ae45694e8000893f7cae6179e"
kube-system                   2m24s       Normal    Started                        pod/fluentbit-gke-vvf2z                                     Container started
kube-system                   2m24s       Normal    Pulled                         pod/konnectivity-agent-7f74769845-6bqpc                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251019.00_p0@sha256:2e1549e4692726aecc70364a1d6700cf276db2d9b4da90179284ca8de168c976" in 608ms (16.416s including waiting). Image size: 2887395 bytes.
kube-system                   2m24s       Normal    Started                        pod/konnectivity-agent-7f74769845-6bqpc                     Container started
kube-system                   2m24s       Normal    Pulled                         pod/fluentbit-gke-h2s7t                                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit-gke-exporter:v0.27.17-gke.20@sha256:67269cb89dbf9cf4e76e199a634c178eec76e74ae45694e8000893f7cae6179e" in 2.773s (9.762s including waiting). Image size: 36248865 bytes.
kube-system                   2m24s       Normal    Created                        pod/konnectivity-agent-7f74769845-6bqpc                     Container created
kube-system                   2m23s       Normal    Created                        pod/fluentbit-gke-h2s7t                                     Container created
kube-system                   2m23s       Normal    Started                        pod/fluentbit-gke-h2s7t                                     Container started
kube-system                   2m23s       Normal    Pulling                        pod/konnectivity-agent-7f74769845-7m6sq                     Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260121_2300_RC0@sha256:3cbd2b897c681db94832b4e03e58e4e2168666259507ff8fb8ae43a01a3b5f5d"
kube-system                   2m23s       Normal    Created                        pod/konnectivity-agent-7f74769845-7m6sq                     Container created
gmp-system                    2m23s       Normal    Pulling                        pod/collector-vvkm4                                         Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260609.00_p0@sha256:3d097c8c5b03556dd0328d04d0f25d79f130edae640bb3ea54e1fad5c59b5832"
kube-system                   2m23s       Normal    Pulled                         pod/konnectivity-agent-7f74769845-7m6sq                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/proxy-agent:v0.35.0-gke.1@sha256:2065f91ef5b24b14f6b9da1f1eedf83895d5167918a93cb1770c1124e4ab038d" in 2.642s (8.192s including waiting). Image size: 29774159 bytes.
gmp-system                    2m23s       Normal    Pulled                         pod/collector-gz6q2                                         Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260601.00_p0@sha256:3a4553b24025243918522d0deafeaf325410aae5f682723cdc32e0cbf786a6cd" in 304ms (7.86s including waiting). Image size: 18877251 bytes.
kube-system                   2m23s       Normal    Started                        pod/konnectivity-agent-7f74769845-7m6sq                     Container started
kube-system                   2m23s       Normal    Pulled                         pod/pdcsi-node-f99j2                                        Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/csi-node-driver-registrar:v2.15.0-gke.34@sha256:b38f4e46ad46c1f83f550d695812296b8d2d6a211c3fc0633f28979b0e958516" in 2.312s (2.312s including waiting). Image size: 14461369 bytes.
kube-system                   2m23s       Normal    Created                        pod/pdcsi-node-f99j2                                        Container created
kube-system                   2m23s       Normal    Started                        pod/pdcsi-node-f99j2                                        Container started
kube-system                   2m23s       Normal    Pulled                         pod/fluentbit-gke-h2s7t                                     Container image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260617_2300_RC0@sha256:c8cd71f5cd9f076b55e3f1db733e6adacd6ad3cfabaa9eb467b0ece8e691d73b" already present on machine and can be accessed by the pod
kube-system                   2m23s       Normal    Created                        pod/fluentbit-gke-h2s7t                                     Container created
kube-system                   2m23s       Normal    Started                        pod/fluentbit-gke-h2s7t                                     Container started
gmp-system                    2m23s       Normal    Created                        pod/collector-gz6q2                                         Container created
gmp-system                    2m23s       Normal    Started                        pod/collector-gz6q2                                         Container started
kube-system                   2m22s       Normal    Created                        pod/pdcsi-node-f99j2                                        Container created
kube-system                   2m22s       Normal    Pulled                         pod/konnectivity-agent-7f74769845-82h75                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251019.00_p0@sha256:2e1549e4692726aecc70364a1d6700cf276db2d9b4da90179284ca8de168c976" in 3.783s (10.742s including waiting). Image size: 2887395 bytes.
kube-system                   2m22s       Normal    Pulled                         pod/konnectivity-agent-7f74769845-jnwt2                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/proxy-agent:v0.35.0-gke.1@sha256:2065f91ef5b24b14f6b9da1f1eedf83895d5167918a93cb1770c1124e4ab038d" in 2.937s (5.571s including waiting). Image size: 29774159 bytes.
kube-system                   2m22s       Normal    Started                        pod/pdcsi-node-f99j2                                        Container started
kube-system                   2m22s       Normal    Created                        pod/pdcsi-node-f99j2                                        Container created
kube-system                   2m22s       Normal    Pulled                         pod/pdcsi-node-f99j2                                        Container image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gcp-compute-persistent-disk-csi-driver:v1.23.1-gke.20@sha256:fc65b739e47e804ec6c93f4a2a8d8a2dbcaa2c1dd91f082fdb0c4266856d12ce" already present on machine and can be accessed by the pod
kube-system                   2m22s       Normal    Pulled                         pod/pdcsi-node-mbggj                                        Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250311_2300_RC0@sha256:e6713a8266629d9e103f7b2c7715bf510170fe28ebe2dc341327fa5e6a0facde" in 1.899s (5.654s including waiting). Image size: 25809711 bytes.
kube-system                   2m22s       Normal    Started                        pod/pdcsi-node-f99j2                                        Container started
gmp-system                    2m22s       Normal    Pulling                        pod/collector-zzbjt                                         Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260609.00_p0@sha256:3d097c8c5b03556dd0328d04d0f25d79f130edae640bb3ea54e1fad5c59b5832"
kube-system                   2m22s       Normal    Started                        pod/konnectivity-agent-7f74769845-kwm7c                     Container started
kube-system                   2m22s       Normal    Created                        pod/konnectivity-agent-7f74769845-jnwt2                     Container created
kube-system                   2m22s       Normal    Started                        pod/konnectivity-agent-7f74769845-jnwt2                     Container started
kube-system                   2m22s       Normal    Pulling                        pod/konnectivity-agent-7f74769845-jnwt2                     Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260121_2300_RC0@sha256:3cbd2b897c681db94832b4e03e58e4e2168666259507ff8fb8ae43a01a3b5f5d"
kube-system                   2m22s       Normal    Pulling                        pod/konnectivity-agent-7f74769845-kwm7c                     Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260121_2300_RC0@sha256:3cbd2b897c681db94832b4e03e58e4e2168666259507ff8fb8ae43a01a3b5f5d"
kube-system                   2m22s       Normal    Pulled                         pod/pdcsi-node-f99j2                                        Container image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250311_2300_RC0@sha256:e6713a8266629d9e103f7b2c7715bf510170fe28ebe2dc341327fa5e6a0facde" already present on machine and can be accessed by the pod
kube-system                   2m22s       Normal    Created                        pod/konnectivity-agent-7f74769845-kwm7c                     Container created
kube-system                   2m22s       Normal    Pulled                         pod/konnectivity-agent-7f74769845-kwm7c                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/proxy-agent:v0.35.0-gke.1@sha256:2065f91ef5b24b14f6b9da1f1eedf83895d5167918a93cb1770c1124e4ab038d" in 4.725s (9.915s including waiting). Image size: 29774159 bytes.
kube-system                   2m22s       Normal    Created                        pod/konnectivity-agent-7f74769845-82h75                     Container created
